method	contrast	direction	ontology	GO_ID	Description	pvalue	p.adjust	qvalue	Count	signed_effect	p_adjust_fmt	signed_effect_fmt
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0002040	BP: sprouting angiogenesis	9.58692745619788e-10	1.09290973000656e-06	9.1378555911444e-07	100	2.38129287856874	1.09e-06	2.38
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0001570	BP: vasculogenesis	1.84457394678302e-09	1.4018761995551e-06	1.17211347986809e-06	82	2.41786225714108	1.40e-06	2.42
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005739	CC: mitochondrion	9.46926461698966e-32	4.6683474561759e-29	3.65812643624758e-29	453	2.67786823915823	4.67e-29	2.68
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0030018	CC: Z disc	2.98291248274243e-31	7.35287926996008e-29	5.76173095350774e-29	127	3.37190242480242	7.35e-29	3.37
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0045214	BP: sarcomere organization	4.49750416210239e-20	1.03082795395387e-16	9.10862948198421e-17	90	3.10342291693109	1.03e-16	3.10
GSEA	P_BD_vs_N_BL	NES_positive	BP	GO:0006936	BP: muscle contraction	6.90203003713891e-18	7.90972642256119e-15	6.98921357445014e-15	76	3.0466643595272	7.91e-15	3.05
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0031430	CC: M band	2.34337072475475e-15	3.85093922434697e-13	3.0176037052105e-13	37	3.02688752098916	3.85e-13	3.03
ORA	N_OD_vs_N_BL	up	BP	GO:0006729	BP: tetrahydrobiopterin biosynthetic process	1.34604286509398e-09	6.21871803673421e-07	5.73839326697962e-07	6	43.5851851851852	6.22e-07	43.59
ORA	N_OD_vs_N_BL	up	BP	GO:0030318	BP: melanocyte differentiation	1.77021580406216e-08	4.08919850738359e-06	3.77335474023777e-06	8	15.5661375661376	4.09e-06	15.57
ORA	N_OD_vs_N_BL	up	CC	GO:0033162	CC: melanosome membrane	1.00543238341431e-06	0.000122662750776546	0.000115360136623326	4	42.9888888888889	1.23e-04	42.99
ORA	N_OD_vs_N_BL	up	BP	GO:0042416	BP: dopamine biosynthetic process	2.12688233020175e-06	0.00032753987885107	0.000302241173239196	4	36.320987654321	3.28e-04	36.32
ORA	N_OD_vs_N_BL	up	CC	GO:0042470	CC: melanosome	5.48802043733772e-06	0.000334769246677601	0.000314839067194637	6	12.1666666666667	3.35e-04	12.17
ORA	P_OD_vs_P_OL	up	CC	GO:0062023	CC: collagen-containing extracellular matrix	1.20387163212595e-07	8.78826291451942e-06	7.34995312245316e-06	9	10.7375	8.79e-06	10.74
ORA	P_OD_vs_P_OL	up	CC	GO:0036379	CC: myofilament	1.43134577747523e-06	5.22441208778459e-05	4.36937132071386e-05	4	44.3134920634921	5.22e-05	44.31
ORA	P_OD_vs_P_OL	up	BP	GO:0055005	BP: ventricular cardiac myofibril assembly	3.77544085802858e-07	0.000114395857998266	0.000102135610580352	4	57.2929292929293	1.14e-04	57.29
ORA	P_OD_vs_P_OL	up	CC	GO:0016459	CC: myosin complex	5.51010774013327e-06	0.000134079288343243	0.000112135525939554	6	13.1068075117371	1.34e-04	13.11
ORA	P_OD_vs_P_OL	up	BP	GO:0003009	BP: skeletal muscle contraction	1.8825729299865e-06	0.000285209798892954	0.000254642759477121	5	22.5079365079365	2.85e-04	22.51
ORA	P_BD_vs_P_BL	up	BP	GO:0006094	BP: gluconeogenesis	0.000577582540742886	0.0217412135897908	0.0104389945214138	2	47.6296296296296	2.17e-02	47.63
ORA	P_BD_vs_P_BL	up	BP	GO:0006096	BP: glycolytic process	0.000762849599641781	0.0217412135897908	0.0104389945214138	2	41.4838709677419	2.17e-02	41.48
ORA	P_BD_vs_P_BL	up	CC	GO:0030017	CC: sarcomere	0.002678900083228	0.0481011983096899	0.0414268693576277	2	23.8238993710692	4.81e-02	23.82
ORA	P_BD_vs_P_BL	up	CC	GO:0005811	CC: lipid droplet	0.00437283620997181	0.0481011983096899	0.0414268693576277	2	18.5686274509804	4.81e-02	18.57
ORA	P_BD_vs_P_BL	up	BP	GO:0006629	BP: lipid metabolic process	0.00352931527780597	0.0670569902783133	0.032197262183493	2	19.1940298507463	6.71e-02	19.19
ORA	P_OL_vs_P_BL	up	BP	GO:0019915	BP: lipid storage	1.75401987982473e-06	8.24389343517622e-05	2.76950507340747e-05	3	116.78125	8.24e-05	116.78
ORA	P_OL_vs_P_BL	up	CC	GO:0005811	CC: lipid droplet	0.00145035513712977	0.0174042616455573	0.0137402065622821	2	30.2496570644719	1.74e-02	30.25
ORA	P_OL_vs_P_BL	up	BP	GO:0038092	BP: nodal signaling pathway	0.00800209198300028	0.0421905210522088	0.0141737472739783	1	124.566666666667	4.22e-02	124.57
ORA	P_OL_vs_P_BL	up	BP	GO:0045821	BP: positive regulation of glycolytic process	0.00800209198300028	0.0421905210522088	0.0141737472739783	1	124.566666666667	4.22e-02	124.57
ORA	P_OL_vs_P_BL	up	BP	GO:0007586	BP: digestion	0.00879916199212005	0.0421905210522088	0.0141737472739783	1	113.242424242424	4.22e-02	113.24
ORA	P_BD_vs_P_OD	up	CC	GO:0030018	CC: Z disc	1.03400502326757e-06	3.82581858609e-05	3.04759375278862e-05	11	4.70712250712251	3.83e-05	4.71
ORA	P_BD_vs_P_OD	up	CC	GO:0030017	CC: sarcomere	0.000300823288734512	0.0051077112296644	0.00406873156274831	6	5.00666666666667	5.11e-03	5.01
ORA	P_BD_vs_P_OD	up	CC	GO:0005865	CC: striated muscle thin filament	0.000414138748351167	0.0051077112296644	0.00406873156274831	5	5.96031746031746	5.11e-03	5.96
ORA	P_BD_vs_P_OD	up	MF	GO:0051371	MF: muscle alpha-actinin binding	0.000347061848397649	0.00694123696795297	0.00547992392206814	5	6.44444444444444	6.94e-03	6.44
ORA	P_BD_vs_P_OD	up	MF	GO:0008307	MF: structural constituent of muscle	0.000746298205690059	0.00746298205690059	0.00589182793965836	5	5.58518518518518	7.46e-03	5.59
ORA	P_surface_x_pigmentation	up	BP	GO:0019915	BP: lipid storage	1.79275163683089e-07	8.42593269310516e-06	1.698396287524e-06	3	221.75625	8.43e-06	221.76
ORA	P_surface_x_pigmentation	up	CC	GO:0005811	CC: lipid droplet	0.000469519011122027	0.0145550893447829	0.00543653591825506	2	57.6246913580247	1.46e-02	57.62
ORA	P_surface_x_pigmentation	up	MF	GO:0008374	MF: O-acyltransferase activity	0.00553237223129055	0.023384826807874	0.00518223308761751	1	180.384615384615	2.34e-02	180.38
ORA	P_surface_x_pigmentation	up	MF	GO:0030371	MF: translation repressor activity	0.00553237223129055	0.023384826807874	0.00518223308761751	1	180.384615384615	2.34e-02	180.38
ORA	P_surface_x_pigmentation	up	MF	GO:0031489	MF: myosin V binding	0.00553237223129055	0.023384826807874	0.00518223308761751	1	180.384615384615	2.34e-02	180.38
ORA	P_BD_vs_N_BL	up	CC	GO:0030018	CC: Z disc	3.58510223827321e-17	6.34563096174358e-15	5.39652231655862e-15	22	10.1188935152739	6.35e-15	10.12
ORA	P_BD_vs_N_BL	up	CC	GO:0042383	CC: sarcolemma	1.59777194827785e-09	1.4140281742259e-07	1.20253362423017e-07	11	10.8906735291508	1.41e-07	10.89
ORA	P_BD_vs_N_BL	up	BP	GO:0007519	BP: skeletal muscle tissue development	6.42876747262658e-09	3.46865485705967e-06	3.12881093989026e-06	13	7.34495138369484	3.47e-06	7.34
ORA	P_BD_vs_N_BL	up	BP	GO:0045214	BP: sarcomere organization	1.06727841755682e-08	3.46865485705967e-06	3.12881093989026e-06	12	7.90994764397906	3.47e-06	7.91
ORA	P_BD_vs_N_BL	up	BP	GO:0006936	BP: muscle contraction	1.85383007981857e-08	4.0166318396069e-06	3.62309948932963e-06	11	8.58645632405621	4.02e-06	8.59
