method	contrast	direction	ontology	GO_ID	Description	pvalue	p.adjust	qvalue	Count	signed_effect
GSEA	P_BD_vs_P_OD	NES_positive	BP	GO:0006412	BP: translation	0.9898063200815495	0.9898063200815495	0.7235426316385595	59	0.5211057542561914
GSEA	P_BD_vs_P_OD	NES_positive	BP	GO:0006457	BP: protein folding	0.980593607305936	0.9898063200815495	0.7235426316385595	21	0.5143737637688156
GSEA	P_BD_vs_P_OD	NES_positive	MF	GO:0003735	MF: structural constituent of ribosome	0.9949031600407747	0.9949031600407747	0.8509040184559258	62	0.4976787804282214
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005739	CC: mitochondrion	6.390929909589437e-38	3.1315556556988245e-35	2.704372445952583e-35	449	2.7584472781473948
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0003735	MF: structural constituent of ribosome	8.953767358923404e-18	6.912308401088868e-15	6.258212132973831e-15	159	2.6685373345882093
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005840	CC: ribosome	5.468860967301603e-15	1.3398709369888926e-12	1.157095846765918e-12	158	2.4868688116651607
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005743	CC: mitochondrial inner membrane	1.830727880205326e-13	2.9901888710020327e-11	2.582289852079091e-11	80	2.623445368110406
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006412	BP: translation	2.1276956084417578e-14	4.929870724759553e-11	4.4435243022615245e-11	156	2.5020255634862494
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005747	CC: mitochondrial respiratory chain complex I	4.433647602530974e-13	5.4312183131004437e-11	4.690332463730136e-11	43	2.6838327098303956
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005762	CC: mitochondrial large ribosomal subunit	2.8549324893411195e-11	2.797833839554297e-9	2.4161744436108e-9	58	2.548332709183778
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0030018	CC: Z disc	5.345724944988727e-11	4.3656753717407946e-9	3.770142855939418e-9	129	2.3478286467002634
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0015986	BP: ATP synthesis coupled proton transport	2.1008022384810107e-11	2.433779393280251e-8	2.193679811129645e-8	21	2.67133029616952
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0046933	MF: proton-transporting ATP synthase activity, rotational mechanism	8.10976487542163e-11	2.7070686219177564e-8	2.450904779047437e-8	16	2.4735162569942637
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0008137	MF: NADH dehydrogenase (ubiquinone) activity	1.0519696717296982e-10	2.7070686219177564e-8	2.450904779047437e-8	14	2.4363786354764163
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0045214	BP: sarcomere organization	4.3119425414244496e-11	3.33025695616015e-8	3.001717193749512e-8	92	2.4743944587182227
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0042776	BP: mitochondrial ATP synthesis coupled proton transport	2.342830342924542e-10	1.357084476139041e-7	1.223204052726919e-7	15	2.5909491279240076
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0031430	CC: M band	1.9863672164090423e-9	1.3904570514863298e-7	1.2007813849570453e-7	40	2.4302205375243098
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005759	CC: mitochondrial matrix	1.6978856688860572e-8	1.03995497219271e-6	8.980921564370988e-7	114	2.2030498511265932
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0032981	BP: mitochondrial respiratory chain complex I assembly	2.3535867999673406e-9	1.0906521231048655e-6	9.830560444495167e-7	33	2.5626744880843937
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0004129	MF: cytochrome-c oxidase activity	5.97486749748393e-9	1.1531494270143984e-6	1.0440294785077182e-6	15	2.393576542845895
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0042645	CC: mitochondrial nucleoid	2.2057073601532624e-8	1.200885118305665e-6	1.037069425475569e-6	42	2.3650457815550876
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0030057	CC: desmosome	4.3141426755514583e-8	2.1139299110202144e-6	1.8255635321807227e-6	20	-2.3110051641729608
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0036379	CC: myofilament	8.450291100795845e-8	3.7642205812636038e-6	3.250733992842038e-6	14	2.312299673255014
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0030240	BP: skeletal muscle thin filament assembly	8.886429255184604e-8	2.9481378780459033e-5	2.657295300203563e-5	42	2.4109469457022246
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0035556	BP: intracellular signal transduction	8.906760960863756e-8	2.9481378780459033e-5	2.657295300203563e-5	381	-1.7871179960746615
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0005911	CC: cell-cell junction	7.728705521999935e-7	3.155888088149974e-5	2.7253856314420825e-5	156	-1.9416682255125415
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0004674	MF: protein serine/threonine kinase activity	5.15436546665069e-7	7.958340280508665e-5	7.205260357591701e-5	342	-1.7269812144214443
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0048741	BP: skeletal muscle fiber development	3.1117591852151874e-7	8.996081842264767e-5	8.108591588512051e-5	65	2.2941201998079945
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0060047	BP: heart contraction	3.4943779275089727e-7	8.996081842264767e-5	8.108591588512051e-5	87	2.1262134691812706
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006936	BP: muscle contraction	4.1364513009950437e-7	9.584157664405516e-5	8.638651980183335e-5	81	2.1823030469545595
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0062023	CC: collagen-containing extracellular matrix	2.9873488788268048e-6	1.1260007312501033e-4	9.724002018529357e-5	130	1.9462984190114698
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0016324	CC: apical plasma membrane	3.3259978429368765e-6	1.1640992450279068e-4	1.0053016036546048e-4	128	-1.9292414031587168
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0098609	BP: cell-cell adhesion	5.994588308353787e-7	1.2626782827687022e-4	1.1381113113659251e-4	86	-2.1402097735353864
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0030216	BP: keratinocyte differentiation	8.086632049273986e-7	1.5613938715139855e-4	1.4073577180490868e-4	52	-2.2032538132840314
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0030182	BP: neuron differentiation	1.2073982368449052e-6	2.1519551652074195e-4	1.9396583821055e-4	105	-2.0640864117761426
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005751	CC: mitochondrial respiratory chain complex IV	9.173402422390245e-6	2.9966447913141466e-4	2.5878651044216694e-4	14	2.145929561673613
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0030016	CC: myofibril	1.3409780043882162e-5	4.106745138438912e-4	3.5465339326583084e-4	30	2.152472095150425
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006099	BP: tricarboxylic acid cycle	2.9751721017151823e-6	4.7269604937423565e-4	4.260631769568106e-4	43	2.246593670804813
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0060048	BP: cardiac muscle contraction	3.060181588525479e-6	4.7269604937423565e-4	4.260631769568106e-4	49	2.213165674280248
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0001937	BP: negative regulation of endothelial cell proliferation	3.501363786141585e-6	5.070412432806283e-4	4.5702011524374384e-4	25	2.3258684658640996
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005865	CC: striated muscle thin filament	2.327734555718427e-5	6.709352542953114e-4	5.794113259435343e-4	39	2.100199347148465
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005753	CC: mitochondrial proton-transporting ATP synthase complex	3.19062169851013e-5	8.685581290388687e-4	7.500759782462413e-4	11	2.096206916916254
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006729	BP: tetrahydrobiopterin biosynthetic process	6.552560644019495e-6	8.930754713054805e-4	8.049709175067913e-4	14	2.2363827485124324
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0031674	CC: I band	3.800911253153828e-5	9.123582503893434e-4	7.87901217307231e-4	21	2.0952262416549914
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005861	CC: troponin complex	3.8361237029795904e-5	9.123582503893434e-4	7.87901217307231e-4	33	2.060302869722535
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0005923	CC: bicellular tight junction	3.9101067873829004e-5	9.123582503893434e-4	7.87901217307231e-4	81	-1.951533264761048
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0046777	BP: protein autophosphorylation	7.316398184091935e-6	9.417830329189453e-4	8.488733331718364e-4	133	-1.9046915212524895
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0055037	CC: recycling endosome	5.452216774944637e-5	0.0012143573726013056	0.001048703896424758	89	-1.8433388264890456
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0050727	BP: regulation of inflammatory response	1.1754268421191066e-5	0.0014334021016789316	0.0012919927173209462	46	-2.094233242534881
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0051371	MF: muscle alpha-actinin binding	1.1332792759743394e-5	0.0014581526684203166	0.0013201709460473005	39	2.1658799730899947
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0030199	BP: collagen fibril organization	1.3620963132245802e-5	0.001577988578870676	0.0014223153081250354	60	2.084863715111253
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0055005	BP: ventricular cardiac myofibril assembly	2.0269995004555272e-5	0.0018108210165151413	0.0016321781326879314	11	2.1720673050659425
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0071407	BP: cellular response to organic cyclic compound	2.0237023861142472e-5	0.0018108210165151413	0.0016321781326879314	28	-2.127293654510454
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0050918	BP: positive chemotaxis	1.9152229606108956e-5	0.0018108210165151413	0.0016321781326879314	13	-2.1017290767756824
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0070830	BP: bicellular tight junction assembly	1.8341506637426706e-5	0.0018108210165151413	0.0016321781326879314	50	-1.9914166461326726
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0007519	BP: skeletal muscle tissue development	2.031995961562092e-5	0.0018108210165151413	0.0016321781326879314	105	1.8959927798330034
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0007165	BP: signal transduction	1.6563034250455025e-5	0.0018108210165151413	0.0016321781326879314	369	-1.588960346304156
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0030017	CC: sarcomere	1.0230341294925526e-4	0.0020898856873625598	0.0018047992402142837	64	1.8638890875475829
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005741	CC: mitochondrial outer membrane	1.0471806245900284e-4	0.0020898856873625598	0.0018047992402142837	98	1.7780336395362877
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0005912	CC: adherens junction	1.0662682078380406e-4	0.0020898856873625598	0.0018047992402142837	162	-1.7176400564474323
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0030241	BP: skeletal muscle myosin thick filament assembly	2.4741310823742743e-5	0.0021231710066152566	0.0019137138664446628	35	2.1413357004991953
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0005887	CC: integral component of plasma membrane	1.1354508917932192e-4	0.0021398882191487594	0.001847980803647264	412	-1.5049363728357024
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0055008	BP: cardiac muscle tissue morphogenesis	3.5603533812223053e-05	0.0029461924229614578	0.002655541770054532	47	2.1099416253982892
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0003009	BP: skeletal muscle contraction	4.501915246953679e-5	0.003596875043859198	0.0032420326134141924	35	2.109221197412629
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0006887	BP: exocytosis	5.0012630971202466e-5	0.0038626421986758704	0.003481581047258446	76	-1.9377084320390319
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0071688	BP: striated muscle myosin thick filament assembly	5.701708625738371e-5	0.004261567382527679	0.0038411510741816392	26	2.1881188221949612
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0030239	BP: myofibril assembly	5.981338111889522e-5	0.004330862626640008	0.0039036101361805313	61	1.9880777247785861
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0050660	MF: flavin adenine dinucleotide binding	5.202712020068539e-5	0.00502061709936614	0.004545527343849355	64	1.9663283403829952
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0004930	MF: G protein-coupled receptor activity	4.9951192436902246e-5	0.00502061709936614	0.004545527343849355	113	-1.8043940174365403
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0004198	MF: calcium-dependent cysteine-type endopeptidase activity	6.407665228786916e-5	0.005496352840692776	0.004976245277092997	32	-2.0286535116684106
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0007517	BP: muscle organ development	7.913858620484065e-5	0.005556488007170176	0.005008323924414796	61	1.9799498208711264
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006941	BP: striated muscle contraction	9.056061321752003e-5	0.005671052454729565	0.005111586248180932	29	2.163002853465265
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0055010	BP: ventricular cardiac muscle tissue morphogenesis	8.756435620834208e-5	0.005671052454729565	0.005111586248180932	31	2.1453381078228615
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006122	BP: mitochondrial electron transport, ubiquinol to cytochrome c	8.90548133352926e-5	0.005671052454729565	0.005111586248180932	11	2.1019140418534805
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0055003	BP: cardiac myofibril assembly	8.456909719161533e-5	0.005671052454729565	0.005111586248180932	47	2.0594769555625034
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0009986	CC: cell surface	3.3124136653339643e-4	0.006011417392643121	0.005191385159704693	263	-1.5137616236101035
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0008544	BP: epidermis development	1.0112772888897988e-4	0.006166130206204378	0.0055578231056990605	33	-1.9966196790923691
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005763	CC: mitochondrial small ribosomal subunit	3.7423226729624157e-4	0.006549064677684228	0.00565569065613117	33	1.9224364772231874
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0004715	MF: non-membrane spanning protein tyrosine kinase activity	1.1947523878058595e-4	0.00800760594056372	0.00724986411853601	67	-1.8846465689804557
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0005085	MF: guanyl-nucleotide exchange factor activity	1.2447055866161223e-4	0.00800760594056372	0.00724986411853601	173	-1.691308107003757
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0003700	MF: DNA-binding transcription factor activity	1.2362755133029507e-4	0.00800760594056372	0.00724986411853601	408	-1.5261783120078178
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0098978	CC: glutamatergic synapse	4.7664368313585746e-4	0.008053634646088628	0.006955018534323583	200	-1.5791825913609978
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0015934	CC: large ribosomal subunit	5.559344857262865e-4	0.009080263266862678	0.007841602219718146	19	1.9194528731223548
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0031314	CC: extrinsic component of mitochondrial inner membrane	6.160379656558516e-4	0.009737374295850558	0.008409075116932167	18	1.9355077280610233
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0014866	BP: skeletal myofibril assembly	1.6844969460672008e-4	0.010007639548814626	0.009020356116052165	30	2.1063766443908003
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0045104	BP: intermediate filament cytoskeleton organization	1.9457802118390277e-4	0.011270931877077568	0.010159020895496399	23	-2.0193373959337357
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0030139	CC: endocytic vesicle	8.633303949072044e-4	0.013219746672016568	0.011416408511601849	45	-1.820321781202994
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0016529	CC: sarcoplasmic reticulum	9.210679713557259e-4	0.01327421488130311	0.01146344657848303	32	1.8478013780646771
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005581	CC: collagen trimer	9.205390355335855e-4	0.01327421488130311	0.01146344657848303	80	1.6979745711454421
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006108	BP: malate metabolic process	2.4868555905282525e-4	0.01371915334108086	0.012365718024080334	11	2.0366563611643205
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0060956	BP: endocardial cell differentiation	2.44713090978938e-4	0.01371915334108086	0.012365718024080334	10	-1.9282973277331472
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0008138	MF: protein tyrosine/serine/threonine phosphatase activity	2.335824955272791e-4	0.013871206657466113	0.01255860542753954	51	1.8911513120942014
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0042981	BP: regulation of apoptotic process	2.99207280482325e-4	0.016122401601803418	0.014531878689765796	139	-1.7371156841093514
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0007005	BP: mitochondrion organization	3.4335329105166803e-4	0.018080672167425337	0.016296960034605488	54	1.8504032380025233
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006123	BP: mitochondrial electron transport, cytochrome c to oxygen	3.8801758858037904e-4	0.019978594505349737	0.01800764668405783	14	2.0082517719957047
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0004812	MF: aminoacyl-tRNA ligase activity	3.815816696718804e-4	0.02010106149726179	0.018198943051788694	40	1.8968592702696605
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0017137	MF: Rab GTPase binding	4.350117036819234e-4	0.02010106149726179	0.018198943051788694	132	-1.6464226935331143
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0016491	MF: oxidoreductase activity	4.426399552505835e-4	0.02010106149726179	0.018198943051788694	201	1.592309783451047
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0004672	MF: protein kinase activity	3.9393417889384974e-4	0.02010106149726179	0.018198943051788694	334	-1.484014696657699
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0007166	BP: cell surface receptor signaling pathway	4.065159135616423e-4	0.020476029820050548	0.018456008524171584	82	-1.7814723897166695
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0031012	CC: extracellular matrix	0.001471060752777404	0.020594850538883654	0.017785456319293725	163	1.5409536701277353
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0014823	BP: response to activity	4.5053356025303025e-4	0.0222103459384313	0.020019229194669926	24	2.0506062021654046
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0030183	BP: B cell differentiation	4.85359231164578e-4	0.023428694554340154	0.021117384092774628	24	-1.9640089020852889
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0042788	CC: polysomal ribosome	0.0017876629247461314	0.024332078697933454	0.021012879992629966	22	1.81683246506162
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0070064	MF: proline-rich region binding	7.253094320498932e-4	0.024908056640063767	0.02255106300654805	16	-1.926661518499568
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0001972	MF: retinoic acid binding	7.420794076702936e-4	0.024908056640063767	0.02255106300654805	16	-1.9246942123121162
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0003995	MF: acyl-CoA dehydrogenase activity	6.537181396296436e-4	0.024908056640063767	0.02255106300654805	18	1.9036612802622845
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0000146	MF: microfilament motor activity	6.740489165910515e-4	0.024908056640063767	0.02255106300654805	38	-1.8473776410719052
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0003755	MF: peptidyl-prolyl cis-trans isomerase activity	6.876878072349049e-4	0.024908056640063767	0.02255106300654805	57	1.809996737106852
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0005096	MF: GTPase activator activity	6.282050690943323e-4	0.024908056640063767	0.02255106300654805	250	-1.5121714953242857
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0048739	BP: cardiac muscle fiber development	5.391752128627425e-4	0.024970495150976404	0.02250708147083897	31	2.015912645908922
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0035116	BP: embryonic hindlimb morphogenesis	5.420041407305115e-4	0.024970495150976404	0.02250708147083897	41	-1.8685370725909314
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0007173	BP: epidermal growth factor receptor signaling pathway	5.496310974103568e-4	0.024970495150976404	0.02250708147083897	35	-1.8609697579713795
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0033539	BP: fatty acid beta-oxidation using acyl-CoA dehydrogenase	5.70189459671168e-4	0.025406326501117234	0.02289991676088254	12	1.9986796330746361
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0033613	MF: activating transcription factor binding	8.229039591638201e-4	0.02647007735310288	0.023965273196700724	34	-1.8384772260493962
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0043235	CC: receptor complex	0.0020613538483113527	0.026580615412435865	0.022954688283134732	180	-1.4956944428004628
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0043231	CC: intracellular membrane-bounded organelle	0.002033417257052403	0.026580615412435865	0.022954688283134732	285	-1.4512318325085458
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0048812	BP: neuron projection morphogenesis	6.313931508498695e-4	0.02760260246262543	0.024879523560797246	62	-1.809597838194628
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0045095	CC: keratin filament	0.0022351892002970422	0.028083146362706427	0.02425225529067236	11	-1.8558878467577706
