method	contrast	direction	ontology	GO_ID	Description	pvalue	p.adjust	qvalue	Count	signed_effect
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0048066	BP: developmental pigmentation	0.4965635738831615	0.8554996405463695	0.786257520148322	41	-0.9759174336254457
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0050853	BP: B cell receptor signaling pathway	0.4957410562180579	0.8554996405463695	0.786257520148322	49	-0.9757349633224025
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0015012	BP: heparan sulfate proteoglycan biosynthetic process	0.49539170506912444	0.8554996405463695	0.786257520148322	18	0.9749578242020301
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0060395	BP: SMAD protein signal transduction	0.4957841483979764	0.8554996405463695	0.786257520148322	67	-0.9731328379151957
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0032926	BP: negative regulation of activin receptor signaling pathway	0.49887640449438203	0.8554996405463695	0.786257520148322	10	0.9697497955307288
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0010881	BP: regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	0.49887640449438203	0.8554996405463695	0.786257520148322	10	0.9678403856454308
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0007095	BP: mitotic G2 DNA damage checkpoint	0.4982638888888889	0.8554996405463695	0.786257520148322	24	-0.9678274798582079
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0030520	BP: intracellular estrogen receptor signaling pathway	0.49887640449438203	0.8554996405463695	0.786257520148322	10	0.9675841188548984
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0021549	BP: cerebellum development	0.49765258215962443	0.8554996405463695	0.786257520148322	27	0.9668569898568086
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0000289	BP: nuclear-transcribed mRNA poly(A) tail shortening	0.5	0.8554996405463695	0.786257520148322	21	-0.9636997328654877
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0006935	BP: chemotaxis	0.49828178694158076	0.8554996405463695	0.786257520148322	45	-0.9608400089287659
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0018342	BP: protein prenylation	0.49891540130151846	0.8554996405463695	0.786257520148322	13	0.9572269682522601
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0021535	BP: cell migration in hindbrain	0.5	0.8554996405463695	0.786257520148322	14	0.9544414433171875
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0021654	BP: rhombomere boundary formation	0.5	0.8554996405463695	0.786257520148322	14	0.9535000642108785
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0003014	BP: renal system process	0.5	0.8554996405463695	0.786257520148322	12	0.947832420975708
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0051726	BP: regulation of cell cycle	0.504885993485342	0.8564916630013196	0.7871692506487138	110	-0.9829109817444176
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0008284	BP: positive regulation of cell population proliferation	0.5015576323987538	0.8564916630013196	0.7871692506487138	233	0.9815237520871581
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0002244	BP: hematopoietic progenitor cell differentiation	0.5025252525252525	0.8564916630013196	0.7871692506487138	115	0.9785878622568617
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0031018	BP: endocrine pancreas development	0.5023809523809524	0.8564916630013196	0.7871692506487138	53	0.9772199691886067
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:1905515	BP: non-motile cilium assembly	0.5047846889952153	0.8564916630013196	0.7871692506487138	39	0.9734706141658862
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0048488	BP: synaptic vesicle endocytosis	0.5025728987993139	0.8564916630013196	0.7871692506487138	40	-0.971028985243681
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0006000	BP: fructose metabolic process	0.5035971223021583	0.8564916630013196	0.7871692506487138	19	-0.9691248515658875
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0001957	BP: intramembranous ossification	0.5056179775280899	0.8564916630013196	0.7871692506487138	10	0.9649307592631459
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0009306	BP: protein secretion	0.5033670033670034	0.8564916630013196	0.7871692506487138	50	-0.9636439787738299
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0031333	BP: negative regulation of protein-containing complex assembly	0.5052083333333334	0.8564916630013196	0.7871692506487138	24	-0.9636080679683298
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0000186	BP: activation of MAPKK activity	0.5011600928074246	0.8564916630013196	0.7871692506487138	25	0.9605543275920021
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0060546	BP: negative regulation of necroptotic process	0.505338078291815	0.8564916630013196	0.7871692506487138	11	-0.960131686513518
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0031076	BP: embryonic camera-type eye development	0.5052447552447552	0.8564916630013196	0.7871692506487138	23	-0.9594159047048837
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0032967	BP: positive regulation of collagen biosynthetic process	0.5045045045045045	0.8564916630013196	0.7871692506487138	17	0.9589367737997547
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0043588	BP: skin development	0.5060532687651331	0.8566193311956023	0.7872865856808764	51	0.9690417432400888
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0000340	MF: RNA 7-methylguanosine cap binding	0.4036363636363636	0.856917841516772	0.7906864877312387	22	-1.0486391245832332
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0004620	MF: phospholipase activity	0.4024822695035461	0.856917841516772	0.7906864877312387	30	-1.042643768911591
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0051536	MF: iron-sulfur cluster binding	0.4035714285714286	0.856917841516772	0.7906864877312387	32	-1.0327957125603378
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0038191	MF: neuropilin binding	0.40585009140767825	0.859017855871844	0.7926241915508463	16	-1.064140257444605
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0043394	MF: proteoglycan binding	0.4076782449725777	0.859017855871844	0.7926241915508463	16	-1.0609461785266148
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0070300	MF: phosphatidic acid binding	0.407871198568873	0.859017855871844	0.7926241915508463	18	-1.0596307076397875
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:2001034	BP: positive regulation of double-strand break repair via nonhomologous end joining	0.5080789946140036	0.8592305914972274	0.7896864967409281	10	-0.9650823962565028
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0042310	BP: vasoconstriction	0.5083179297597042	0.8592305914972274	0.7896864967409281	13	-0.9650732536639954
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0007267	BP: cell-cell signaling	0.5095238095238095	0.8594377510040161	0.7898768892465039	53	0.9731669582950355
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0006914	BP: autophagy	0.509212730318258	0.8594377510040161	0.7898768892465039	81	-0.9694446348218327
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0036353	BP: histone H2A-K119 monoubiquitination	0.5089605734767025	0.8594377510040161	0.7898768892465039	12	-0.9640066097463047
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0004096	MF: catalase activity	0.4099264705882353	0.8596359066182623	0.7931944730297105	14	-1.0402758948716049
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0003924	MF: GTPase activity	0.4103299856527977	0.8596359066182623	0.7931944730297105	280	-1.018939517017667
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0035646	BP: endosome to melanosome transport	0.5116696588868941	0.861226158522495	0.7915205472842745	10	-0.9642965273532076
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0071364	BP: cellular response to epidermal growth factor stimulus	0.5116279069767442	0.861226158522495	0.7915205472842745	35	0.9635140710165994
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0070306	BP: lens fiber cell differentiation	0.511520737327189	0.861226158522495	0.7915205472842745	21	0.9602016873749847
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0045010	BP: actin nucleation	0.5140845070422535	0.8620587423981109	0.7922857437873836	26	0.9657821680153901
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0050852	BP: T cell receptor signaling pathway	0.5192629815745393	0.8620587423981109	0.7922857437873836	81	-0.964556500895102
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0034244	BP: negative regulation of transcription elongation from RNA polymerase II promoter	0.5131086142322098	0.8620587423981109	0.7922857437873836	14	-0.9624562847114371
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0045047	BP: protein targeting to ER	0.518850987432675	0.8620587423981109	0.7922857437873836	10	-0.9623506684691602
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0065003	BP: protein-containing complex assembly	0.5169082125603864	0.8620587423981109	0.7922857437873836	54	0.9619850148402824
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0015908	BP: fatty acid transport	0.5138632162661737	0.8620587423981109	0.7922857437873836	13	-0.961755944922611
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0006335	BP: DNA replication-dependent nucleosome assembly	0.518850987432675	0.8620587423981109	0.7922857437873836	10	-0.961368436965383
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:1901522	BP: positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.518850987432675	0.8620587423981109	0.7922857437873836	10	-0.9603498240718271
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0061056	BP: sclerotome development	0.5168539325842697	0.8620587423981109	0.7922857437873836	14	-0.9603016014514906
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0019233	BP: sensory perception of pain	0.5168539325842697	0.8620587423981109	0.7922857437873836	14	-0.9600004735731065
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0045665	BP: negative regulation of neuron differentiation	0.5193929173693086	0.8620587423981109	0.7922857437873836	67	-0.9593371529115395
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0032435	BP: negative regulation of proteasomal ubiquitin-dependent protein catabolic process	0.5173611111111112	0.8620587423981109	0.7922857437873836	24	-0.9591547582903515
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0008345	BP: larval locomotory behavior	0.515828677839851	0.8620587423981109	0.7922857437873836	15	-0.9579610913374846
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0071391	BP: cellular response to estrogen stimulus	0.5174825174825175	0.8620587423981109	0.7922857437873836	36	-0.9576153476080195
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0006590	BP: thyroid hormone generation	0.514336917562724	0.8620587423981109	0.7922857437873836	12	-0.9574475145184729
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0006970	BP: response to osmotic stress	0.5194085027726433	0.8620587423981109	0.7922857437873836	13	-0.9566370352550536
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0016188	BP: synaptic vesicle maturation	0.5161290322580645	0.8620587423981109	0.7922857437873836	12	-0.9548277132713109
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0001841	BP: neural tube formation	0.5173611111111112	0.8620587423981109	0.7922857437873836	27	-0.9504694899513301
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0006337	BP: nucleosome disassembly	0.5142231947483589	0.8620587423981109	0.7922857437873836	16	0.9470278635664062
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0014003	BP: oligodendrocyte development	0.5192307692307693	0.8620587423981109	0.7922857437873836	23	-0.9464003860465922
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0042532	BP: negative regulation of tyrosine phosphorylation of STAT protein	0.5204545454545455	0.8625917953912384	0.7927756527302049	11	0.9508234843513684
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0010800	BP: positive regulation of peptidyl-threonine phosphorylation	0.5202702702702703	0.8625917953912384	0.7927756527302049	17	0.9471132187325508
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0034452	MF: dynactin binding	0.42193308550185876	0.8629782247089067	0.7962784626771829	12	-1.0531262921324644
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0004711	MF: ribosomal protein S6 kinase activity	0.4170403587443946	0.8629782247089067	0.7962784626771829	19	1.0432384872330052
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0004687	MF: myosin light chain kinase activity	0.41630901287553645	0.8629782247089067	0.7962784626771829	11	1.0384738601907895
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0031434	MF: mitogen-activated protein kinase kinase binding	0.41527001862197394	0.8629782247089067	0.7962784626771829	10	-1.0379150728828022
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0003958	MF: NADPH-hemoprotein reductase activity	0.4206008583690987	0.8629782247089067	0.7962784626771829	11	1.0331189539639787
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0015301	MF: anion	0.4227941176470588	0.8629782247089067	0.7962784626771829	14	-1.0310895762474306
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0030234	MF: enzyme regulator activity	0.4142857142857143	0.8629782247089067	0.7962784626771829	32	-1.0275215969057812
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0000166	MF: nucleotide binding	0.4187604690117253	0.8629782247089067	0.7962784626771829	79	-1.0250227350704475
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0017116	MF: single-stranded DNA helicase activity	0.42139737991266374	0.8629782247089067	0.7962784626771829	14	1.0241858908493993
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0016779	MF: nucleotidyltransferase activity	0.41872791519434627	0.8629782247089067	0.7962784626771829	55	-1.0241458537672903
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0021591	BP: ventricular system development	0.5215311004784688	0.8637745435899483	0.7938626720831105	39	0.9633641587066416
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0016176	MF: superoxide-generating NADPH oxidase activator activity	0.4351005484460695	0.86390517395868	0.7971337678314218	16	-1.0410773036138374
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0070034	MF: telomerase RNA binding	0.4316546762589928	0.86390517395868	0.7971337678314218	19	-1.0363555547022105
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0070403	MF: NAD+ binding	0.4326750448833034	0.86390517395868	0.7971337678314218	20	-1.0274527679907872
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0052689	MF: carboxylic ester hydrolase activity	0.43399638336347196	0.86390517395868	0.7971337678314218	15	-1.023093922238499
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0004722	MF: protein serine/threonine phosphatase activity	0.43739279588336194	0.86390517395868	0.7971337678314218	63	-1.0178560818510085
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0046975	MF: histone methyltransferase activity (H3-K36 specific)	0.4353448275862069	0.86390517395868	0.7971337678314218	12	1.0153583535629558
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0004521	MF: endoribonuclease activity	0.4317673378076063	0.86390517395868	0.7971337678314218	29	1.0149693604941203
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0005261	MF: cation channel activity	0.4309133489461358	0.86390517395868	0.7971337678314218	33	1.0147406386658497
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0000977	MF: RNA polymerase II transcription regulatory region sequence-specific DNA binding	0.43	0.86390517395868	0.7971337678314218	283	-1.0110274084546307
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0003689	MF: DNA clamp loader activity	0.43010752688172044	0.86390517395868	0.7971337678314218	10	1.0099881236631882
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0008017	MF: microtubule binding	0.43167701863354035	0.86390517395868	0.7971337678314218	225	1.0068740615576477
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0019706	MF: protein-cysteine S-palmitoyltransferase activity	0.4276018099547511	0.86390517395868	0.7971337678314218	44	1.005535682494652
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0031418	MF: L-ascorbic acid binding	0.4365256124721604	0.86390517395868	0.7971337678314218	21	1.0048781153419417
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0061077	BP: chaperone-mediated protein folding	0.5225694444444444	0.8648924045742543	0.7948900560394961	26	-0.9476761890804347
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0033365	BP: protein localization to organelle	0.5235042735042735	0.8658375058653031	0.795758663064175	14	0.9307901436739532
GSEA	P_surface_x_pigmentation	NES_negative	CC	GO:0030992	CC: intraciliary transport particle B	0.3684210526315789	0.8659616330545991	0.7792476764957155	24	-1.0697984119514081
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0071805	BP: potassium ion transmembrane transport	0.524451939291737	0.8661263026632225	0.7960240853313474	70	-0.9661156805245291
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0019934	BP: cGMP-mediated signaling	0.5247706422018349	0.8661263026632225	0.7960240853313474	16	-0.9573631633085461
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0048255	BP: mRNA stabilization	0.5241379310344828	0.8661263026632225	0.7960240853313474	22	-0.939173839373647
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0000380	BP: alternative mRNA splicing, via spliceosome	0.5258215962441315	0.8672594588087547	0.7970655264947334	26	0.9554775424633045
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0060766	BP: negative regulation of androgen receptor signaling pathway	0.5266055045871559	0.8679509009123484	0.7977010049075011	16	-0.9501365920662248
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0061665	MF: SUMO ligase activity	0.44320297951582865	0.8689368244923801	0.8017765210747666	10	-1.0235816496610293
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0008373	MF: sialyltransferase activity	0.4432234432234432	0.8689368244923801	0.8017765210747666	28	-1.0087977973474553
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0004692	MF: cGMP-dependent protein kinase activity	0.44206008583690987	0.8689368244923801	0.8017765210747666	11	1.0085244676279637
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0016175	MF: superoxide-generating NADPH oxidase activity	0.4446428571428571	0.8689877061970085	0.8018234701221237	17	-1.0387326730315436
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0043621	MF: protein self-association	0.44543828264758495	0.8689877061970085	0.8018234701221237	42	-1.0096103356194648
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0070198	BP: protein localization to chromosome, telomeric region	0.5278276481149012	0.8693631851304255	0.7989989821764814	10	-0.9523356235194653
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0031122	BP: cytoplasmic microtubule organization	0.5304136253041363	0.8700533991356914	0.7996333318902992	56	0.964594496693809
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0001736	BP: establishment of planar polarity	0.5308056872037915	0.8700533991356914	0.7996333318902992	22	0.9556558166684965
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0048566	BP: embryonic digestive tract development	0.5296803652968036	0.8700533991356914	0.7996333318902992	20	0.952566190637645
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0021542	BP: dentate gyrus development	0.5286738351254481	0.8700533991356914	0.7996333318902992	12	-0.9458638712104799
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0090051	BP: negative regulation of cell migration involved in sprouting angiogenesis	0.5299539170506913	0.8700533991356914	0.7996333318902992	18	0.9448349077314716
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0071467	BP: cellular response to pH	0.5302491103202847	0.8700533991356914	0.7996333318902992	11	-0.9414919998633725
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0048246	BP: macrophage chemotaxis	0.5307262569832403	0.8700533991356914	0.7996333318902992	15	-0.9409493644160789
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0050728	BP: negative regulation of inflammatory response	0.5328836424957841	0.8704036172617862	0.7999552041884085	70	-0.9605991867631436
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0001659	BP: temperature homeostasis	0.5325842696629214	0.8704036172617862	0.7999552041884085	10	0.9498312342081057
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0097535	BP: lymphoid lineage cell migration into thymus	0.533213644524237	0.8704036172617862	0.7999552041884085	10	-0.9471957356647127
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0035176	BP: social behavior	0.5319634703196348	0.8704036172617862	0.7999552041884085	20	0.9442380139048002
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0014898	BP: cardiac muscle hypertrophy in response to stress	0.532347504621072	0.8704036172617862	0.7999552041884085	13	-0.9428507314130031
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0045786	BP: negative regulation of cell cycle	0.5329861111111112	0.8704036172617862	0.7999552041884085	27	-0.9340115216632737
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0008381	MF: mechanosensitive ion channel activity	0.45067264573991034	0.8712407170069699	0.8039023452695893	19	1.019967764460823
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0031369	MF: translation initiation factor binding	0.45207956600361665	0.8712407170069699	0.8039023452695893	21	-1.0173469003554512
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0016758	MF: transferase activity, transferring hexosyl groups	0.4519015659955257	0.8712407170069699	0.8039023452695893	38	1.0062310470322422
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0004653	MF: polypeptide N-acetylgalactosaminyltransferase activity	0.4482758620689655	0.8712407170069699	0.8039023452695893	12	1.0000277503716264
GSEA	P_surface_x_pigmentation	NES_positive	MF	GO:0030506	MF: ankyrin binding	0.4504310344827586	0.8712407170069699	0.8039023452695893	12	0.9917506877778736
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0009566	BP: fertilization	0.5355450236966824	0.8718861209964412	0.8013177175721385	22	0.9525028237070499
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0060411	BP: cardiac septum morphogenesis	0.5350089766606823	0.8718861209964412	0.8013177175721385	10	-0.9464184466335964
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0048208	BP: COPII vesicle coating	0.5355871886120996	0.8718861209964412	0.8013177175721385	11	-0.9388246731197009
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0051642	BP: centrosome localization	0.534965034965035	0.8718861209964412	0.8013177175721385	23	-0.9335267429965034
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0006515	BP: protein quality control for misfolded or incompletely synthesized proteins	0.5363128491620112	0.872470663708535	0.8018549487776805	15	-0.9334766100638664
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0002043	BP: blood vessel endothelial cell proliferation involved in sprouting angiogenesis	0.5368043087971275	0.8725236798711508	0.8019036739373072	10	-0.9437027753896434
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0099527	BP: postsynapse to nucleus signaling pathway	0.5370786516853933	0.8725236798711508	0.8019036739373072	10	0.9412136253753522
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0055113	BP: epiboly involved in gastrulation with mouth forming second	0.5392491467576792	0.8726006156478433	0.8019743827139401	60	-0.957486074733881
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0032729	BP: positive regulation of interferon-gamma production	0.5393258426966292	0.8726006156478433	0.8019743827139401	14	-0.9489020531533673
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0007569	BP: cell aging	0.5376146788990825	0.8726006156478433	0.8019743827139401	16	-0.9444907673170743
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0040036	BP: regulation of fibroblast growth factor receptor signaling pathway	0.5388127853881278	0.8726006156478433	0.8019743827139401	20	0.9409524218347265
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0043281	BP: regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.5393258426966292	0.8726006156478433	0.8019743827139401	10	0.9349535601719776
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0060119	BP: inner ear receptor cell development	0.5382932166301969	0.8726006156478433	0.8019743827139401	16	0.9287939750165956
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0006919	BP: activation of cysteine-type endopeptidase activity involved in apoptotic process	0.5397590361445783	0.8727082242011525	0.8020732816850928	49	0.9452679947982989
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0007249	BP: I-kappaB kinase/NF-kappaB signaling	0.5402097902097902	0.872844060216769	0.802198123454421	38	-0.9440042428233837
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0055010	BP: ventricular cardiac muscle tissue morphogenesis	0.5415224913494809	0.8738714403817662	0.8031423498953162	31	-0.9427198873129586
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:1902808	BP: positive regulation of cell cycle G1/S phase transition	0.5422535211267606	0.8738714403817662	0.8031423498953162	18	-0.9382666156911204
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0001732	BP: formation of cytoplasmic translation initiation complex	0.542314335060449	0.8738714403817662	0.8031423498953162	30	-0.9331702944670401
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:0021904	BP: dorsal/ventral neural tube patterning	0.5415896487985212	0.8738714403817662	0.8031423498953162	13	-0.9328715649276544
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0010629	BP: negative regulation of gene expression	0.5439024390243903	0.8746684263481816	0.8038748296999212	118	0.9572175543763182
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0003007	BP: heart morphogenesis	0.5461165048543689	0.8746684263481816	0.8038748296999212	74	0.9499594801191308
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0007193	BP: adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	0.5456674473067916	0.8746684263481816	0.8038748296999212	32	0.9367620122880915
GSEA	P_surface_x_pigmentation	NES_negative	BP	GO:2000251	BP: positive regulation of actin cytoskeleton reorganization	0.5448028673835126	0.8746684263481816	0.8038748296999212	17	-0.936450939903124
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0031952	BP: regulation of protein autophosphorylation	0.5431818181818182	0.8746684263481816	0.8038748296999212	11	0.935843079775962
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0021592	BP: fourth ventricle development	0.5460674157303371	0.8746684263481816	0.8038748296999212	10	0.9248202165298125
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0003149	BP: membranous septum morphogenesis	0.545045045045045	0.8746684263481816	0.8038748296999212	12	0.9246683955965581
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:0046039	BP: GTP metabolic process	0.5460674157303371	0.8746684263481816	0.8038748296999212	10	0.924546776496101
GSEA	P_surface_x_pigmentation	NES_positive	BP	GO:1904322	BP: cellular response to forskolin	0.545045045045045	0.8746684263481816	0.8038748296999212	12	0.9244011179031261
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0005452	MF: inorganic anion exchanger activity	0.4753199268738574	0.8756473826864101	0.8079684188648302	16	-1.0201771431400037
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0004550	MF: nucleoside diphosphate kinase activity	0.4676258992805755	0.8756473826864101	0.8079684188648302	19	-1.013721473372932
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0004331	MF: fructose-2,6-bisphosphate 2-phosphatase activity	0.4721189591078067	0.8756473826864101	0.8079684188648302	12	-1.0117751188968735
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0016504	MF: peptidase activator activity	0.46368715083798884	0.8756473826864101	0.8079684188648302	10	-1.0107864863188785
GSEA	P_surface_x_pigmentation	NES_negative	MF	GO:0051213	MF: dioxygenase activity	0.47153024911032027	0.8756473826864101	0.8079684188648302	37	-1.0092003612232008
