method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005762	CC: mitochondrial large ribosomal subunit	mitochondrial large ribosomal subunit	4.30848885640212e-09	1.9309863692784e-07	1.51312479454505e-07	58	2.4814964737024		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005759	CC: mitochondrial matrix	mitochondrial matrix	9.29686387325238e-08	3.81946157459452e-06	2.99293775568739e-06	113	2.1351875717658		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005747	CC: mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I	2.18499161974049e-07	8.2861605271697e-06	6.49305201979562e-06	42	2.37248568959619		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0031674	CC: I band	I band	5.27049151857634e-06	0.000173223487910542	0.000135738272794212	21	2.38963441523018		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0031594	CC: neuromuscular junction	neuromuscular junction	5.24592936865459e-06	0.000173223487910542	0.000135738272794212	68	2.08463171989158		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005758	CC: mitochondrial intermembrane space	mitochondrial intermembrane space	8.33805738997865e-06	0.000256916393328717	0.000201320201455405	40	2.1670514671278		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0015934	CC: large ribosomal subunit	large ribosomal subunit	1.45719763239116e-05	0.000422587313393437	0.000331140266927279	19	2.26029411415853		traduccion_ribosoma	Traduccion/ribosoma
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0016529	CC: sarcoplasmic reticulum	sarcoplasmic reticulum	1.58903431434354e-05	0.00043521884276187	0.000341038358692444	32	2.22140018898147		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0045202	CC: synapse	synapse	1.88336492652985e-05	0.000488683636199587	0.00038293347813654	210	1.73180562078819		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0030016	CC: myofibril	myofibril	2.55029972599732e-05	0.00062864888245834	0.000492610526021588	28	2.19254475101849		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0031901	CC: early endosome membrane	early endosome membrane	5.19293940807673e-05	0.00116369051280992	0.000911870221418259	56	-2.00238929758494		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005765	CC: lysosomal membrane	lysosomal membrane	5.00612631154008e-05	0.00116369051280992	0.000911870221418259	117	-1.87598408214699		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005770	CC: late endosome	late endosome	5.63857613453786e-05	0.00120861653666398	0.000947074343878899	105	-1.87556943892258		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005768	CC: endosome	endosome	7.07367652122782e-05	0.00145305105206888	0.0011386137207415	168	-1.77199317937146		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005891	CC: voltage-gated calcium channel complex	voltage-gated calcium channel complex	8.65780363573782e-05	0.00165956235569335	0.00130043639273932	26	2.1519530700278		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005802	CC: trans-Golgi network	trans-Golgi network	8.75225583124285e-05	0.00165956235569335	0.00130043639273932	130	-1.74808848761552		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005861	CC: troponin complex	troponin complex	9.9035106387971e-05	0.00168594964034972	0.00132111352195655	33	2.08366568815704		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005923	CC: bicellular tight junction	bicellular tight junction	9.8395079351218e-05	0.00168594964034972	0.00132111352195655	86	-1.86836725458468		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0043231	CC: intracellular membrane-bounded organelle	intracellular membrane-bounded organelle	9.91735082558662e-05	0.00168594964034972	0.00132111352195655	283	-1.59663119754073		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005763	CC: mitochondrial small ribosomal subunit	mitochondrial small ribosomal subunit	0.00010775506833111	0.00171365318345927	0.00134282207393947	33	2.07660111162922		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0031234	CC: extrinsic component of cytoplasmic side of plasma membrane	extrinsic component of cytoplasmic side of plasma membrane	0.000105797341831397	0.00171365318345927	0.00134282207393947	94	-1.8122311333711		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0032040	CC: small-subunit processome	small-subunit processome	0.000208682865525377	0.00321502039700033	0.00251929643578333	54	1.92710104193007		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0043235	CC: receptor complex	receptor complex	0.000236840567053966	0.00353825453204864	0.00277258335275296	178	-1.63238094121678		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:1990904	CC: ribonucleoprotein complex	ribonucleoprotein complex	0.000246932674329895	0.00358052377778347	0.0028057056185471	158	1.69235736986217		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:1990454	CC: L-type voltage-gated calcium channel complex	L-type voltage-gated calcium channel complex	0.000263959104083744	0.00371805252323674	0.0029134734195108	12	2.10353986151463		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0030315	CC: T-tubule	T-tubule	0.000332433098665816	0.00455248660117353	0.00356733763772966	21	2.13597979386615		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0031902	CC: late endosome membrane	late endosome membrane	0.000352725124268243	0.00469982395308767	0.00368279148240242	53	-1.85456968684574		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0045335	CC: phagocytic vesicle	phagocytic vesicle	0.000404411151736771	0.00524670257384811	0.00411132666724086	70	-1.8152194455597		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0030057	CC: desmosome	desmosome	0.00045369955941871	0.00573522776393395	0.00449413598668466	19	-1.99497823855389		epidermis_epitelio	Epidermis/epitelio
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0000407	CC: phagophore assembly site	phagophore assembly site	0.000598696005538001	0.00737892826825587	0.00578214300085386	32	-1.96024144114613		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0097038	CC: perinuclear endoplasmic reticulum	perinuclear endoplasmic reticulum	0.000685906226664509	0.00824760414013665	0.00646283915753208	12	-1.95181611806019		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0015629	CC: actin cytoskeleton	actin cytoskeleton	0.000711088322784208	0.00834682245553844	0.00654058682861665	214	1.54530267504026		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0036379	CC: myofilament	myofilament	0.000776957060279924	0.00890790303995355	0.00698025070067888	14	2.02979345346949		musculo_sarcomero	Musculo/sarcomero
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005776	CC: autophagosome	autophagosome	0.000815123026864941	0.00913308300555491	0.00715670217367066	52	-1.82086271260734		other	Otros
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0005769	CC: early endosome	early endosome	0.000853811390680949	0.00935397812457129	0.00732979603227856	161	-1.5461674416075		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0001725	CC: stress fiber	stress fiber	0.00133832620050831	0.0143433655837086	0.0112394900591888	71	1.71543009386293		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0022624	CC: proteasome accessory complex	proteasome accessory complex	0.00143632681436946	0.015066151478386	0.0118058665369225	10	2.03535719095871		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0005753	CC: mitochondrial proton-transporting ATP synthase complex	mitochondrial proton-transporting ATP synthase complex	0.00155856542528152	0.0160077657221622	0.0125437173482087	11	1.91322167020806		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_BD_vs_N_BL	NES_negative	CC	GO:0055037	CC: recycling endosome	recycling endosome	0.00180485961926964	0.0181590978020395	0.014229505483823	92	-1.67745213184667		other	Otros
GSEA	P_BD_vs_N_BL	NES_positive	CC	GO:0031672	CC: A band	A band	0.00190412503263728	0.0184065419821604	0.0144234032399976	14	1.95529307769767		other	Otros
