method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0008137	MF: NADH dehydrogenase (ubiquinone) activity	NADH dehydrogenase (ubiquinone) activity	1.13739968812662e-05	0.00124301537345266	0.00114424119001009	14	-2.11610503603035		mitocondria_metabolismo	Mitocondria/metabolismo
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0008138	MF: protein tyrosine/serine/threonine phosphatase activity	protein tyrosine/serine/threonine phosphatase activity	2.07518433787119e-05	0.00198439502308932	0.00182670831846819	51	-2.04672532427556		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0004129	MF: cytochrome-c oxidase activity	cytochrome-c oxidase activity	2.39083555576059e-05	0.0020322102223965	0.00187072396117407	15	-2.08999601683511		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0005109	MF: frizzled binding	frizzled binding	6.0691143699333e-05	0.00464287249299897	0.00427393422472145	49	1.98463019768072		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0030414	MF: peptidase inhibitor activity	peptidase inhibitor activity	8.33351202375232e-05	0.00579557881651866	0.00533504262573235	18	2.05573995756018		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0022848	MF: acetylcholine-gated cation-selective channel activity	acetylcholine-gated cation-selective channel activity	0.00011573231725077	0.00737793522473661	0.00679165967024258	10	-1.99788578114255		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0005198	MF: structural molecule activity	structural molecule activity	0.000150955746887518	0.00888316510530396	0.00817727892046556	91	1.83319069036801		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0004930	MF: G protein-coupled receptor activity	G protein-coupled receptor activity	0.000294020634989043	0.0160661275547584	0.0147894590080955	105	1.71494270112055		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0039706	MF: co-receptor binding	co-receptor binding	0.000502310226499286	0.0256178215514636	0.0235821432651244	11	1.93985586921733		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0003700	MF: DNA-binding transcription factor activity	DNA-binding transcription factor activity	0.000578297549207486	0.0276498515714829	0.0254527013434084	405	1.42998963652071		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0019838	MF: growth factor binding	growth factor binding	0.00070358423724519	0.0289464394206423	0.026646257959972	34	1.83010918276899		other	Otros
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0004725	MF: protein tyrosine phosphatase activity	protein tyrosine phosphatase activity	0.00069282970872591	0.0289464394206423	0.026646257959972	115	-1.67868615826216		other	Otros
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0005102	MF: signaling receptor binding	signaling receptor binding	0.000718931175153207	0.0289464394206423	0.026646257959972	168	1.55609930452582		wnt_retinoides_senalizacion	Wnt/retinoides/senalizacion
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0001972	MF: retinoic acid binding	retinoic acid binding	0.000848542934241102	0.0324567672347221	0.0298776433161735	17	1.9628430699786		wnt_retinoides_senalizacion	Wnt/retinoides/senalizacion
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0005523	MF: tropomyosin binding	tropomyosin binding	0.00098229542684875	0.0357836191209188	0.0329401323589882	25	-1.98356863885899		musculo_sarcomero	Musculo/sarcomero
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0004198	MF: calcium-dependent cysteine-type endopeptidase activity	calcium-dependent cysteine-type endopeptidase activity	0.00110356497554508	0.0383739639223631	0.0353246396478306	33	1.76442849554345		other	Otros
